dataset,id,chain,addr,contractname,fp_sol,fp_sol2,fp_bytecode,fp_runtime,property,SWC,DASP
eThor,0x7698392fff47d8d4cee21295ad1f31b6ced9ad66,main,0x7698392fff47d8d4cee21295ad1f31b6ced9ad66,TheEthereumLottery,f4723f51bbcf3caa930b896548b9c00d,f4723f51bbcf3caa930b896548b9c00d,dd7c8801e9b04cd3d2eea96676615cf7,de4ca0de1c53ebd44138d881094560f4,[],[],[]
eThor,0x76e580f75bf01bffbf4f44167d5822346de4f176,main,0x76e580f75bf01bffbf4f44167d5822346de4f176,WillieWatts,b0ca80c76a0d5c890088ec14a1bfda4e,422fca2a1cc6cc587cb6288bc2a04bbb,15cc141bf3943b9b4e20f99e793a37bc,641ebc55d2990a7137fa77353b5bb51e,['reentrancy'],[107],[1]
eThor,0x77eec19c8ba79b1c7c79311ec810cbf88d924751,main,0x77eec19c8ba79b1c7c79311ec810cbf88d924751,t_swap,550dc9babd913742cecfdd3400ec2480,632cb495c0f3ca277ab92d7af141d215,9bb6f1ee9013305a8bc5f27705273e73,1b98c617d8768f882a3b11c9963ff8fd,['reentrancy'],[107],[1]
eThor,0x788c964f356086b9578b8b4f0fffe13a96c0c7b8,main,0x788c964f356086b9578b8b4f0fffe13a96c0c7b8,WithdrawDAO,da6a53e2049f649826b26a59b06ea16e,da6a53e2049f649826b26a59b06ea16e,474b18df495922a482b630d2b7576c8a,93b9050b55642287c6b5f41d68c9c432,['reentrancy'],[107],[1]
eThor,0x78b058ccda93816487c655367dcb79664a216ad2,main,0x78b058ccda93816487c655367dcb79664a216ad2,SimpleDice,7ffc55c7c522b9a8cbed3750ff47218e,7ffc55c7c522b9a8cbed3750ff47218e,1e09fb97d59060f8a6145d5aa767c8a0,c5063c4e5cacf391a4163faea580ef0e,[],[],[]
eThor,0x78d4f849aab2b0a5a66f76b9b1ff47da5a9ae492,main,0x78d4f849aab2b0a5a66f76b9b1ff47da5a9ae492,DividendProfit,a2188a5dd60810a4a88026fc0e5451a4,a2188a5dd60810a4a88026fc0e5451a4,d122c937f3cf40c01e5c55301962c8bb,9b5938bc9ddea504ce672c2111965bc9,[],[],[]
eThor,0x799f987acb75a571dd95f7fd152d30f50484b837,main,0x799f987acb75a571dd95f7fd152d30f50484b837,Sylence,e7ee069717c1f8885efd8bb78dbda66e,d8c666057f0907ad9335346a55f26398,9ed51315ff03e746cbe54f77432c5755,9fc9304e2303737b2b89c79ece207b62,[],[],[]
eThor,0x79ec9b050ec82c31d4fc90fb169d968256c5cb11,main,0x79ec9b050ec82c31d4fc90fb169d968256c5cb11,StakeProver,d775ad574408923f54eaf91ab5876bac,d775ad574408923f54eaf91ab5876bac,3e6899ae30e1d0f83dd9ee1a2484577d,331e979ac66262297dc5d6f38e4ac296,[],[],[]
eThor,0x7b9e81ec3591b570aa2c9fbec77f7dda76ac4f6d,main,0x7b9e81ec3591b570aa2c9fbec77f7dda76ac4f6d,Eater,3b5ca8601bfd539269afb2a33789ad68,3b5ca8601bfd539269afb2a33789ad68,98a5a9b58df4e064367fd4f0b96be2eb,09fed46b39b39ce9524dc23f4ad65d83,[],[],[]
eThor,0x7be89db09b0c1023fd0407b24b98810ae97f61c1,main,0x7be89db09b0c1023fd0407b24b98810ae97f61c1,Crowdsale,a63c47b8aab1e40492cf6dd521957a74,c826912577a6d4a4df74cf4793922b12,fe4b3ee42fa468e13c8680ec7c246cd7,cb8bec3dd4bf796ed8fcbcf9d971bb9a,['reentrancy'],[107],[1]
eThor,0x7c4a690585ffe89c01aebfce188b9bec8def9e8d,main,0x7c4a690585ffe89c01aebfce188b9bec8def9e8d,Honestgamble,0ea0295a3a95fb2863442c4b18252bd8,0ea0295a3a95fb2863442c4b18252bd8,6e6b174282e369633fae36da0303459c,8952ed9bb3295a6f3757f2115cf5c967,[],[],[]
eThor,0x7cf51743ed1bce645e1bb4a3619b73cc782c8de6,main,0x7cf51743ed1bce645e1bb4a3619b73cc782c8de6,TokenEventLib,ec6b9b255a5963c51866349f95d26ea8,5806c6a828a46aec83dfe3e726b7b678,f75eb5af6d33ca4bb40af6d6e91c20ca,38bbfccde7899f5ffa752b8ceeefb0d0,[],[],[]
eThor,0x7d3ae940eb73dc9131758ad2e326c7d863b0916a,main,0x7d3ae940eb73dc9131758ad2e326c7d863b0916a,Doubler,5b1ce644f7a449a5b1c87cb0039f4ebb,5b1ce644f7a449a5b1c87cb0039f4ebb,d99e97bc80236777da9441fd050403ff,7bf50a4e4f93070a20e34c2106c84d8e,[],[],[]
eThor,0x7d56485e026d5d3881f778e99969d2b1f90c50af,main,0x7d56485e026d5d3881f778e99969d2b1f90c50af,ProtectTheCastle,6e5827590a4e4b190d2d322aca517def,6e5827590a4e4b190d2d322aca517def,7c2cb1538478717321e3a972d04121dc,a93c87041135925397dbd4f3eef7b9f6,[],[],[]
eThor,0x7da82c7ab4771ff031b66538d2fb9b0b047f6cf9,main,0x7da82c7ab4771ff031b66538d2fb9b0b047f6cf9,MultiSigWallet,810355a7c028380b9908596702cbe8ce,fcf019e0e07c9a9e04d1a1a0862f3788,2a22eafb0280a2e83f40c7550ad5b735,4cf8b1c487be68757fe674a5e8dc855c,[],[],[]
eThor,0x7f64e2913511ceb3301f0515548ab7539735182b,main,0x7f64e2913511ceb3301f0515548ab7539735182b,WithdrawDAO,924e3b2e10ccc445909ddf73b0ed1dee,924e3b2e10ccc445909ddf73b0ed1dee,39e761e19ac7dba8a62c90a7f7dbe4af,39232beda28dcc776c47633ae053d13a,['reentrancy'],[107],[1]
eThor,0x7f6d05523908a9688eab8ab8bbc7842e3d453bfb,main,0x7f6d05523908a9688eab8ab8bbc7842e3d453bfb,MyContract,8ff67ca880d5a3de7597778a2373db02,8ff67ca880d5a3de7597778a2373db02,8070cc35442970050b982101e781be9d,0a196cc886801f123ab13ee42c47cff8,[],[],[]
eThor,0x7f9af66163461009e9a4c57f6d3c6421bc47a663,main,0x7f9af66163461009e9a4c57f6d3c6421bc47a663,ClassicOnlyTransfer,cf7b258dc649a0b4df1aa8ff416ff977,cf7b258dc649a0b4df1aa8ff416ff977,10f6b4f50ab2bfa1e1b5bccad276d549,69db9d03dd7812a227b61825bcd22b50,['reentrancy'],[107],[1]
eThor,0x7fe180e63198e50057c3f2817d058e8904c650e3,main,0x7fe180e63198e50057c3f2817d058e8904c650e3,Conference,ecfe4459532b6da306212bdd5108f72c,5f348a89221ead4c9631a6087bbcdba2,9cd40b469ba4ccae007e0985ecc01a52,1941bbd7d0d8f9ac633028955e3f357f,[],[],[]
eThor,0x80d9c4f6209044de069c545f68644419b520a02f,main,0x80d9c4f6209044de069c545f68644419b520a02f,The10ETHPyramid,4bdbef3760c7ba1d90d40bab480ab421,4bdbef3760c7ba1d90d40bab480ab421,37c193f4079aee4353b0e9d8971e9301,15e7cd7c32040af1ce93352ecf6f2f38,[],[],[]
eThor,0x80f84866d4872f1ea412ddf10e2ed7af0b8ca8fb,main,0x80f84866d4872f1ea412ddf10e2ed7af0b8ca8fb,ProofOfExistence,82916db237361af327ded0dd136ef504,82916db237361af327ded0dd136ef504,45dc011dbd3cfe57522c35d57067c5f6,68b600dd5d2b150865e76fcfc67a96a2,[],[],[]
eThor,0x8154ae317a767e69d7f427aebdfbdddadcd5cf48,main,0x8154ae317a767e69d7f427aebdfbdddadcd5cf48,Rating,8a996d702707350b1958ac942653f99d,8a996d702707350b1958ac942653f99d,b1c6617f113d8c02c4438ed5e7c2183b,1d400df1f94eb6c28901d0dafe190e9e,[],[],[]
eThor,0x817b0a0855fa6e1e0b9a994979b3d5bf864d9560,main,0x817b0a0855fa6e1e0b9a994979b3d5bf864d9560,WithdrawDAO,0b9bae8c156e39c97860eae7a7481d84,0b9bae8c156e39c97860eae7a7481d84,c6a84535108bfae18712509800aa8ff4,d1e806c13f6e7cb8836c72897b9ca621,['reentrancy'],[107],[1]
eThor,0x81a47e985b7a133728e97efc7f9ec3654b6e73f0,main,0x81a47e985b7a133728e97efc7f9ec3654b6e73f0,Omnipurse,7a3d32f14c635dbccb9a869664b4463c,cccfc08c34b75ce0893a7d8fbf75c9fb,efbfebd8f32f2c0f083e47a07adff4f7,c7a0c172a34b6b4d9a13e9f93f0e3783,[],[],[]
eThor,0x826a490c2d5d7ccb5f0223b042b39a9dc3cfdfe6,main,0x826a490c2d5d7ccb5f0223b042b39a9dc3cfdfe6,WithdrawDAO,82350e130f66b632da7f0603d699ba5d,82350e130f66b632da7f0603d699ba5d,f565b59c24f7f65b624d6f0c6ccc1d58,cbf4962c421827de44d99f2b505dec03,['reentrancy'],[107],[1]
eThor,0x82df5022fbcfdd877830371d7713f0181a554c9c,main,0x82df5022fbcfdd877830371d7713f0181a554c9c,Intermediary,7a8a16a3a4c33c2e3da6e20d6439a1e1,fb37224475ad64a2a0d707c07f6d619c,6581244ea544e6a02e108cade62f71ce,80d85556fd595df3f1d467ab12bd548f,['reentrancy'],[107],[1]
eThor,0x83651a62b632c261442f396ad7202fe2a4995e3a,main,0x83651a62b632c261442f396ad7202fe2a4995e3a,LittleEthereumDoubler,a989132d6873a70fcf3f90062f34dd07,a989132d6873a70fcf3f90062f34dd07,ff76b23cbbaa8033aae47f50ba708eec,a79212d3b04cc587933e8b5aae2abab4,[],[],[]
eThor,0x83b6ad8e37ab7a4f71da533a35271484270ec6c2,main,0x83b6ad8e37ab7a4f71da533a35271484270ec6c2,WelfareTokenFund,46e9cd9a0f01b23e6fde68e0403611f2,58fed14a685944f7b05b4f6621b5fae2,f4d826327f9d3c7bc78bf9f9013837ae,2a946b332cb5336dfead53d2f52685de,['reentrancy'],[107],[1]
eThor,0x83d904a2489bae727c1037469206891d8d058d92,main,0x83d904a2489bae727c1037469206891d8d058d92,RecoveryWithTenant,9a2ebf4fb70e71b0babc3d91533e5ff7,9a2ebf4fb70e71b0babc3d91533e5ff7,2a0b9c6c478c2c3210c5529aaef90ebe,6759ca7f642bebde7df1eeae193d7a1b,['reentrancy'],[107],[1]
eThor,0x845f74aac51148bdd4ef6aed29822940c025a3a2,main,0x845f74aac51148bdd4ef6aed29822940c025a3a2,one,77f72498629ed28ec71f29e12930c095,77f72498629ed28ec71f29e12930c095,c6da87fc142881a60c5388a29eea24dc,c4ee5018ebc1ffd02e2642154115e7e2,['reentrancy'],[107],[1]
eThor,0x84d50ebf4737331fb41ff9e3c6c324262c5b661c,main,0x84d50ebf4737331fb41ff9e3c6c324262c5b661c,RecoveryWithTenant,4a5f293ebc9629b609b7a3450a56b637,32da61a114c5dde3529dcd13f1c89900,5aeb8e77b68297ef8921270dc9379e85,4a02061dd5a0dd527fcfbfcb8e0eaab3,['reentrancy'],[107],[1]
eThor,0x85169e1f0d8c2f27dd44f1cfbb81172dfeafe7c1,main,0x85169e1f0d8c2f27dd44f1cfbb81172dfeafe7c1,Presale,11aca172784c464d9fd5c88f698ac350,0d66c7ec58fe186ec45417f2416d6a8f,1a3599d4bfb32cbb2499f5c49c882259,d02d976479bc025bcf7e4101123b82b7,[],[],[]
eThor,0x86c93259896b20e45262dac7499a83a2cad23fe0,main,0x86c93259896b20e45262dac7499a83a2cad23fe0,WithdrawDAO,05a003ac70180ed550cad30aee1c1826,05a003ac70180ed550cad30aee1c1826,971850e04bd291552e0cedf5722d5d9b,618148ba785e1341dca2c15932b21491,['reentrancy'],[107],[1]
eThor,0x872b91913dc7279702b7591c970b02519c4615cf,main,0x872b91913dc7279702b7591c970b02519c4615cf,Videos,6ae97906aa92e45839ee0079c65241f3,6ae97906aa92e45839ee0079c65241f3,2c3c39fc143f55189f8261106eff44a2,991efc5b8f55455a1a3f0fb191e99836,[],[],[]
eThor,0x873c58020bcb114b4fea456cef93aaf58e8e305d,main,0x873c58020bcb114b4fea456cef93aaf58e8e305d,WavesEthereumSwap,6e4b3ed000f12e010bb6cd71ea221ccc,41bb10c8de6ecc2ed840efa51a48038c,ea0ce968abdb3aa05d9c0c7c57b81528,25f4f43f91efc60d7212821722a06d37,[],[],[]
eThor,0x87b0de512502f3e86fd22654b72a640c8e0f59cc,main,0x87b0de512502f3e86fd22654b72a640c8e0f59cc,Intermediary,bf37c4c55b5124bc418efd7418d249f0,79e2862bfaa96944969d155be446623f,ee38ef08eb2f91a61b2a19c25553a9da,cbe5f2b36bb53405679fa89f6f3ba6dc,['reentrancy'],[107],[1]
eThor,0x882fb4240f9a11e197923d0507de9a983ed69239,main,0x882fb4240f9a11e197923d0507de9a983ed69239,ClassicCheck,fe8a32ad306e8ec0a206214fb3e59780,fe8a32ad306e8ec0a206214fb3e59780,9d3429eb3a44032204b3a25204fd6642,7ca9c8339eed99f3292a3e2de615aca5,[],[],[]
eThor,0x89205a3a3b2a69de6dbf7f01ed13b2108b2c43e7,main,0x89205a3a3b2a69de6dbf7f01ed13b2108b2c43e7,MyToken,c319c9d07786ccad13bb3b2ff947583d,c319c9d07786ccad13bb3b2ff947583d,516209a39033252bbd19b7ad3174adda,619273b271b859b968cbeebe46637d69,[],[],[]
eThor,0x89c2352cb600df56fe4bfb5882caadef3e96213f,main,0x89c2352cb600df56fe4bfb5882caadef3e96213f,TwoAndAHalfPonzi,09d9fb10fea1891a5e3a58df71e34a01,09d9fb10fea1891a5e3a58df71e34a01,4ff456806bf08636d2e8446b12987364,3e315b5aa6dc3507c5e4634704bc5610,[],[],[]
eThor,0x89d64bc7e46bdc49a89652ae9bb167418cbad62e,main,0x89d64bc7e46bdc49a89652ae9bb167418cbad62e,EthToken,57c45eb3bd77499461a073dacd606f36,57c45eb3bd77499461a073dacd606f36,48bd9aa054c8da439452c07b0c6e3d19,a588ee9a9008001459e79e9c165f33b9,['reentrancy'],[107],[1]
eThor,0x8a70cf25cf32e728be9e30c20b2781f60cb0ed6d,main,0x8a70cf25cf32e728be9e30c20b2781f60cb0ed6d,MyToken,82f07116ae65b2cfbb79bb9b0b985a56,2ae9e8d2aec27ef133720c21cf679287,e9c1e27f5128b049c372426def49b6d8,7ee0584d363c3980a2312fe7a8925b88,['reentrancy'],[107],[1]
eThor,0x8a772004af0b8fca5e7093c6f277ba7b0e8fa97a,main,0x8a772004af0b8fca5e7093c6f277ba7b0e8fa97a,MyToken,8be5382566d8f7b517fbb10c4161ceea,8be5382566d8f7b517fbb10c4161ceea,e425128355962025b79d51db90afeb45,090e94018fba75f06cd76e281d3ff9d3,[],[],[]
eThor,0x8af7243f9a173ad8ca6c8a3a053f0182c5352d15,main,0x8af7243f9a173ad8ca6c8a3a053f0182c5352d15,Soarcoin,039204deeed2612d8cec03eb9be3d5ac,6b30d6778911c3d585ba3df7ddab6d7e,febb53f1484816c5c660dca277c24a4b,22894cd989e778527be5f534319dc4df,[],[],[]
eThor,0x8b4aa759d83ec43efba755fc27923e4a581bccc1,main,0x8b4aa759d83ec43efba755fc27923e4a581bccc1,BlockChainChallenge,1eb0caa5ff79f53a933d523a7b1a1e68,1eb0caa5ff79f53a933d523a7b1a1e68,42d1e0299f88288b6742397020231957,9d43afb387bcb66df0f3a9f2921b8a2e,[],[],[]
eThor,0x8b807cf49ca593c4678811211df2992e64f2f3ef,main,0x8b807cf49ca593c4678811211df2992e64f2f3ef,Presale,62698b36004b272aaae495f90b7d6eae,3bbd0093676442c29f999d51263a7a9c,a001d8e89b9dc18c6ec5d4211f72a667,e5d49c0987b268697f096febeffaf07e,[],[],[]
eThor,0x8c0a599d3ff4d3344cb93ae49247c11b645c5e44,main,0x8c0a599d3ff4d3344cb93ae49247c11b645c5e44,FipsNotary,f20d964d6fee201fd60a6a2814f0547d,c388bae81ee1b04c03f7523c480aa499,7a07c19d5ea1a9a432167fe927f61583,ac8e7f3206bf7cddc4cc75ad16baedfd,[],[],[]
eThor,0x8cd68336ad5092110e79aae318731e1d60a331ae,main,0x8cd68336ad5092110e79aae318731e1d60a331ae,WithdrawDAO,d5c94492d06c76d5dc539bc0fe82144e,d5c94492d06c76d5dc539bc0fe82144e,9964b80b540ad04586ab8366f94a10dc,0f0865939c2596a5f08768cccaed1ad3,['reentrancy'],[107],[1]
eThor,0x8d7b6fb1523f04e644085e14d5e49b1c6278c92e,main,0x8d7b6fb1523f04e644085e14d5e49b1c6278c92e,TokenSale,1f9bf5bc7de330d8b76d15e80d4b606a,1f9bf5bc7de330d8b76d15e80d4b606a,fcb6473096112c1bd9fe4a6e21f35a43,02e17fe0437d007e99d6762deddc88f9,[],[],[]
eThor,0x8e0806b4e7aa1e74d798124756bcf1263cd830d0,main,0x8e0806b4e7aa1e74d798124756bcf1263cd830d0,Vow,bb17a0093e9958e1cc4b668f9ca97514,bb17a0093e9958e1cc4b668f9ca97514,e70bcdb974eb2563c9426a3d473052da,119e07ccb65447960ecf7340ca1884bb,[],[],[]
eThor,0x8e66ffe69b3f8d78f2a696e40c02f7454c0a01d9,main,0x8e66ffe69b3f8d78f2a696e40c02f7454c0a01d9,SwarmRedistribution,9bd06932291dd60f23e061081c125389,f38d43abca003c956a04a885abb11d0d,f80cce182db45edbd2bafd455b0dc19a,262cfa03305cb316709c449bef760a4f,[],[],[]
eThor,0x8ea6c8077d6316b46e449aec8fb60a606cf50eea,main,0x8ea6c8077d6316b46e449aec8fb60a606cf50eea,squareRootPonzi,e131f0a499e39139c999ae641a9c7792,e131f0a499e39139c999ae641a9c7792,f5ddd1202d95a16e2a5d179fc8dc1b7c,75af39f0feee4ddea51058a2343a6a63,[],[],[]
eThor,0x8f058d8a161f5be34b47149d70c47d6c60252eee,main,0x8f058d8a161f5be34b47149d70c47d6c60252eee,ReplaySafeSplit,fd99f97e9af292017a88847128fef39a,fd99f97e9af292017a88847128fef39a,62071f52a966ddebed0b0a7314a739e8,842ec1e4003e33d3487b856a1ddbd512,['reentrancy'],[107],[1]
eThor,0x8f13a1d43408b6434dd10e161361386f3952d665,main,0x8f13a1d43408b6434dd10e161361386f3952d665,StackyGame,db25582e3ba2b757a5c90b23c3a7c4e8,db25582e3ba2b757a5c90b23c3a7c4e8,afe75f9d6568c96e4ea1c07f745e138c,dc8ac8ecb743263c5296ee82ffee9ca2,[],[],[]
eThor,0x8f4e3d448a318c1dec52b3f22d77132a39c62025,main,0x8f4e3d448a318c1dec52b3f22d77132a39c62025,ForceSend,4db17c016d7caf4387984599ed87e9cc,ee3a38447a271eafb4dd1620a9f4fc37,466b92e967bff0fb7e2ef4a876621d56,49516e127c39610d86de6dd9700eceb1,[],[],[]
eThor,0x900e66fe952998ebe212d4a7def0936387142e2a,main,0x900e66fe952998ebe212d4a7def0936387142e2a,WithdrawDAO,66965f9dc5381d8a259b261adf2ef237,66965f9dc5381d8a259b261adf2ef237,482c1e61dc22956787cf4294d2be0b42,fee6d138f624f108c599e412556a686b,['reentrancy'],[107],[1]
eThor,0x9047ef7c3d52956dd0909c1c1e011e986ce60691,main,0x9047ef7c3d52956dd0909c1c1e011e986ce60691,EdgelessToken,a25eaf6c167062c2d664cebccee1c0c6,76431e7ab66683f287aaa80eeaa13998,b54da5b877700a32b9e1334453a94983,d241eccc11cbdd4ca7ea040e673a7dda,['reentrancy'],[107],[1]
eThor,0x9053d234a1ff2290f087a1ca9460e3263121e580,main,0x9053d234a1ff2290f087a1ca9460e3263121e580,CreatorComission,e710c808e54ef6263a3f9083f3ca26c0,c55cd3e4e2457cafb7ac3fbeaff85ad1,f9159c2514b7ac9398beb6127c7efd64,5de374a2ec514c50c7864bc9dfd31c74,['reentrancy'],[107],[1]
eThor,0x90aa6fb2c2ab2c9e3fd5634c054d636c708cd5f3,main,0x90aa6fb2c2ab2c9e3fd5634c054d636c708cd5f3,BuyerToken,aeeca1fdbcfbbacf4633a57e059b015b,5bbb2eb223062c4bfa0143f5b28ac13c,fcdb31454b118a7f00b6f3558381d182,84643b1e243e8a87170f96ef6bbdfafc,['reentrancy'],[107],[1]
eThor,0x911143d946ba5d467bfc476491fdb235fef4d667,main,0x911143d946ba5d467bfc476491fdb235fef4d667,MultiSigWallet,af23f64f2837b1a629f6c7903507ad68,d4f8b6e3e2f15960352277a3ed19324b,5257b12f64bf9a4adc202b788a2108f5,45dc99692bd8d68032b162f3b94ac2dd,[],[],[]
eThor,0x911d71eed45dbc20059004f8476fe149105bf1dc,main,0x911d71eed45dbc20059004f8476fe149105bf1dc,testingToken,a746e2a46be20c1d5e59690711f8fc36,5a9395c0b6b60373475ac242bb575305,0b2f36db65777dd099ae2f903b48b811,61b361964d18c2b2bf1f9c10346d7558,[],[],[]
eThor,0x921a8142872f1b76d9288b37fcea6d52ebd41562,main,0x921a8142872f1b76d9288b37fcea6d52ebd41562,mortal,a759496b217f1abe32af56ce4cb9a50b,a759496b217f1abe32af56ce4cb9a50b,7a30e9e0c06bc5d5a9c8f6cd91a199a1,1e1f8473040ec3ea6120bff16fc82cef,[],[],[]
eThor,0x9220d625bd6bea95c865b3c4faf273bfbd6bc48a,main,0x9220d625bd6bea95c865b3c4faf273bfbd6bc48a,SwapToken,7ea301a7e28fa31c13af90f452ff115a,0dce20652ba4d3e1c2e388a364166a2e,edc03e9e103cda6e19df7ce62965c996,34ddc8a72195359cc50ccbe4b748faa3,['reentrancy'],[107],[1]
eThor,0x931d84b85da4f377ac977e1f78603af166c224f4,main,0x931d84b85da4f377ac977e1f78603af166c224f4,WithdrawDAO,a585aed1d17923cb015a215108ba39ac,a585aed1d17923cb015a215108ba39ac,c600248989981a292213104814562e62,93f163f4a6791d5dc78fba222fc6eb32,['reentrancy'],[107],[1]
eThor,0x936f78b9852d12f5cb93177c1f84fb8513d06263,main,0x936f78b9852d12f5cb93177c1f84fb8513d06263,GolemNetworkTokenWrapped,c5ce66e5880e5bda265bdf93091eadb3,302d61db309c20ae53bf8dc167df48bf,1fdbafad704b589baa589bfb5c73f26e,88d17eebccf9ce0fdbb7af63bef77235,['reentrancy'],[107],[1]
eThor,0x938875f7a161ce2f4c314ba1bb3172dbf52ebb3d,main,0x938875f7a161ce2f4c314ba1bb3172dbf52ebb3d,Presale,4f085887b8c5b4b4a258a1000f470109,c4ae5ab30665970ba9b7dd447be4ac22,970a6eba84e12d871adc5fa43954ea91,6b0fdbef6d50ad8077f8ca49ee5e70f5,[],[],[]
eThor,0x93c9cce56a35a5bba00501a8dcd6ea1392ff3dfd,main,0x93c9cce56a35a5bba00501a8dcd6ea1392ff3dfd,VIUREFoundersTokenSale,2ded699ba83f6c6d414c19375997ff31,1e5cbe15784efcf598de7023fdb69c51,2380c91b49d5dce73685777dc3e212e5,acc526fd795e0bdf36bd3953043c7e3c,[],[],[]
eThor,0x93eeabbe86d19bda39ea2d1049baf2c0878ded23,main,0x93eeabbe86d19bda39ea2d1049baf2c0878ded23,DiceRoll,feaa8e721d32ac82efbd38273bf55785,2c5a8fa93d6359060ccb23b44148c6a3,157b453e916c5b2f66869efa51f8e032,3a8b27409ebdefa60ec8f94b14445f2a,[],[],[]
eThor,0x940e7d8fb34921c3c5bbb8b9792b1a0e4688fe9b,main,0x940e7d8fb34921c3c5bbb8b9792b1a0e4688fe9b,TestNetworkToken,15f0f5d0a9c293644706e36c2e3e79cb,9f306c27e279bcf1ae42c2e36935cfa7,20d56c1e493db956cd72c4d95fc21423,4ecd5598a063506820a6ca293c5e0301,[],[],[]
eThor,0x943bbeef41460a3f0f3ac7f7a062128ad0ba9cb1,main,0x943bbeef41460a3f0f3ac7f7a062128ad0ba9cb1,DgxSwap,89e386ed3abff0a8879bbde00c44d541,89e386ed3abff0a8879bbde00c44d541,475554a1fc965b7f5092448c5af0b0a6,15b331ab0b1a8941afd88287c00a3946,['reentrancy'],[107],[1]
eThor,0x9473bc8bb575ffc15cb2179cd9398bdf5730bf55,main,0x9473bc8bb575ffc15cb2179cd9398bdf5730bf55,TheEthereumLottery,ddc115d4b7c2a77bbde96cb31c5a27c1,8ac814da121b2859efb0777a4f61fc9e,7ecaa66cb1524a179b3e8090d84856cb,d0c3f76443bfbc2b5a03390cd4d3d858,[],[],[]
eThor,0x949bed886c739f1a3273629b3320db0c5024c719,main,0x949bed886c739f1a3273629b3320db0c5024c719,AMIS,caece3633abbe2b86f4202e608c3be36,c5acc6584c1f2cf6bd8fa48aefab12c8,1a4c01882f9a758b4433db9560203d32,6e4a348771e8ee303f77989eb2faf42e,['reentrancy'],[107],[1]
eThor,0x952c9a569725d4cb710c69184e5eb8f56d6b8bd6,main,0x952c9a569725d4cb710c69184e5eb8f56d6b8bd6,BokkyPooBahWuzHere,1845d80140a52e9de0820449f2585dd2,bbcf354adbed952e43a2157804f0c90c,f5fdd15c95dcb927bd937344f88e0102,493477fa6b286a0aef01885390ad56e8,[],[],[]
eThor,0x95c2906debbb9203ff7007f26c2f00a936c77b5d,main,0x95c2906debbb9203ff7007f26c2f00a936c77b5d,SwarmRedistribution,346e9d22d6b2becbfca88f08d439a397,40970a776a581853e3eff028742f2fc6,019380de2e2d5c32640c73f2f1e79b2f,7b28a7f9fc5e1dddb3b978cfb44164cd,[],[],[]
eThor,0x9674e9123caf1f74d7f2b8c6823734891c0573d7,main,0x9674e9123caf1f74d7f2b8c6823734891c0573d7,ReversibleDemo,36b36281e0a1e04cc07c4a1e50a528f7,36b36281e0a1e04cc07c4a1e50a528f7,ba94d1acf8d696944cf2e29be69a3550,60530730161565483847dddc12f4154a,['reentrancy'],[107],[1]
eThor,0x9758da9b4d001ed2d0df46d25069edf53750767a,main,0x9758da9b4d001ed2d0df46d25069edf53750767a,Etheramid,0afa93cb250f9661bf341fbd139b1185,0afa93cb250f9661bf341fbd139b1185,b7f686f5753c1b6860b27046c6e40009,b79b9bcba1bde5a328533d2e12ec934e,[],[],[]
eThor,0x9828953884b857380a80d177c38d95aeb42cd34c,main,0x9828953884b857380a80d177c38d95aeb42cd34c,BetOnHardFork,a7d2a49eb1d4345a3b465f92a9d2d5ba,84ee8cdcee2cd38b820b17c783768111,04213cd5419d20ce22db9653438e4e94,04725886c4a4c2aa6d2effc14464612f,['reentrancy'],[107],[1]
eThor,0x9828f591b21ee4ad4fd803fc7339588cb83a6b84,main,0x9828f591b21ee4ad4fd803fc7339588cb83a6b84,BirthdayGift,06fe728bc19e2352958e926030efa89e,06fe728bc19e2352958e926030efa89e,87149fc33a6049ccbbdd304bf6b16c48,fc588183fc761a9254d7592312d15a08,[],[],[]
eThor,0x98a31890002355fbe5231c60db4b1b6c28f45e90,main,0x98a31890002355fbe5231c60db4b1b6c28f45e90,SplitterEthToEtc,9609f6fd8f12d467bfe477957f659abc,9609f6fd8f12d467bfe477957f659abc,8f05b1f5bbbf085b14e9292b82c5587a,c897a0b0ddf00d5caca457dcf48e1ba4,['reentrancy'],[107],[1]
eThor,0x98f0485cdd22710a9a923e616567eadfe62e258e,main,0x98f0485cdd22710a9a923e616567eadfe62e258e,TradeFinancing,889466336997b9c74eb1bed8a69ddeb5,889466336997b9c74eb1bed8a69ddeb5,2501ff9f68cfe2eb64af6db1050d9bb1,efa730738b59f54d6fd3d73ff9f8b7e3,[],[],[]
eThor,0x993bbc77c48ca648659129602dd507a96bc5b561,main,0x993bbc77c48ca648659129602dd507a96bc5b561,WithdrawDAO,5127222b1f84a1ede88ab73cf21531c1,5127222b1f84a1ede88ab73cf21531c1,0c4ff128c81bd63d0865a3c049cdca2b,2353bf8d74520cb2434086916be9f2b1,['reentrancy'],[107],[1]
eThor,0x99d982e49bcb5465a6b4c1e0ec4341c912d9ba42,main,0x99d982e49bcb5465a6b4c1e0ec4341c912d9ba42,EthVentures,5acc416fa54b98d4317af341a9cb3a91,5acc416fa54b98d4317af341a9cb3a91,7f46328ece6838026910397e436eb144,e609baea81c3b6fa807c04ecde191482,[],[],[]
